"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
2215,Marthea ,1,Girl,2022
2215,Maruna ,1,Girl,2022
2215,Marvel ,1,Girl,2022
2215,Mary-Adelaide ,1,Girl,2022
2215,Mary-Anne ,1,Girl,2022
2215,Marya,1,Girl,2022
2215,Maryamawit,1,Girl,2022
2215,Maryan ,1,Girl,2022
2215,Maryana ,1,Girl,2022
2215,Maryanne ,1,Girl,2022
2215,Marybelle,1,Girl,2022
2215,Marybeth ,1,Girl,2022
2215,Maryella ,1,Girl,2022
2215,Marzhan ,1,Girl,2022
2215,Marzia ,1,Girl,2022
2215,Masal ,1,Girl,2022
2215,Masbal ,1,Girl,2022
2215,Mashaer,1,Girl,2022
2215,Masna ,1,Girl,2022
2215,Masooma ,1,Girl,2022
2215,Massara ,1,Girl,2022
2215,Massaran,1,Girl,2022
2215,Mataya ,1,Girl,2022
2215,Matayah ,1,Girl,2022
2215,Matea ,1,Girl,2022
2215,Matix ,1,Girl,2022
2215,Mattie ,1,Girl,2022
2215,Mauwa ,1,Girl,2022
2215,Mavi ,1,Girl,2022
2215,Mavrina ,1,Girl,2022
2215,Mavryn ,1,Girl,2022
2215,Mawada ,1,Girl,2022
2215,Mawulikem ,1,Girl,2022
2215,Max ,1,Girl,2022
2215,Maxe ,1,Girl,2022
2215,Maxene ,1,Girl,2022
2215,Mayas,1,Girl,2022
2215,Mayassa ,1,Girl,2022
2215,Maybelle ,1,Girl,2022
2215,Maybellene ,1,Girl,2022
2215,Maykkayla ,1,Girl,2022
2215,Maylene ,1,Girl,2022
2215,Maylie ,1,Girl,2022
2215,Maylin ,1,Girl,2022
2215,Maymoonah ,1,Girl,2022
2215,Maymunah ,1,Girl,2022
2215,Maysara ,1,Girl,2022
2215,Maysen ,1,Girl,2022
2215,Mayson ,1,Girl,2022
2215,Mayumi ,1,Girl,2022
2215,Mayva ,1,Girl,2022
2215,Mayven ,1,Girl,2022
2215,Mayymoonah ,1,Girl,2022
2215,Mayzestisha ,1,Girl,2022
2215,Maze ,1,Girl,2022
2215,Mazelyn ,1,Girl,2022
2215,Mazikyne ,1,Girl,2022
2215,Mazlie ,1,Girl,2022
2215,Mazy ,1,Girl,2022
2215,Mckayla ,1,Girl,2022
2215,Mckena ,1,Girl,2022
2215,Méabh ,1,Girl,2022
2215,Meagananna,1,Girl,2022
2215,Meagen,1,Girl,2022
2215,Meah ,1,Girl,2022
2215,Mébenn ,1,Girl,2022
2215,Mecca,1,Girl,2022
2215,Meda ,1,Girl,2022
2215,Medalyn ,1,Girl,2022
2215,Medha,1,Girl,2022
2215,Medina ,1,Girl,2022
2215,Meeah ,1,Girl,2022
2215,Meenakshi,1,Girl,2022
2215,Megara ,1,Girl,2022
2215,Meghal ,1,Girl,2022
2215,Meghomala,1,Girl,2022
2215,Mehak,1,Girl,2022
2215,Mehek ,1,Girl,2022
2215,Mehkiqat ,1,Girl,2022
2215,Mehnaz ,1,Girl,2022
2215,Mehrnaz,1,Girl,2022
2215,Mehrose ,1,Girl,2022
2215,Meilaher ,1,Girl,2022
2215,Meili ,1,Girl,2022
2215,Meilin ,1,Girl,2022
2215,Mekhila ,1,Girl,2022
2215,Meklet ,1,Girl,2022
2215,Mekoti,1,Girl,2022
2215,Mela ,1,Girl,2022
2215,Melan ,1,Girl,2022
2215,Melaniia,1,Girl,2022
2215,Meleah ,1,Girl,2022
2215,Melia ,1,Girl,2022
2215,Meliah ,1,Girl,2022
2215,Melicia ,1,Girl,2022
2215,Melika ,1,Girl,2022
2215,Mélisende ,1,Girl,2022
2215,Mellody ,1,Girl,2022
2215,Melo ,1,Girl,2022
2215,Melvin,1,Girl,2022
2215,Menaal,1,Girl,2022
2215,Menal ,1,Girl,2022
2215,Mengisteab,1,Girl,2022
2215,Menudi ,1,Girl,2022
2215,Mequila ,1,Girl,2022
2215,Mercedes-Mae ,1,Girl,2022
2215,Mercedez ,1,Girl,2022
2215,Mercer ,1,Girl,2022
2215,Merida ,1,Girl,2022
2215,Merida-Rae ,1,Girl,2022
2215,Meridian ,1,Girl,2022
2215,Meriellyn ,1,Girl,2022
2215,Merihan ,1,Girl,2022
2215,Merkeb ,1,Girl,2022
2215,Merlin ,1,Girl,2022
2215,Meru ,1,Girl,2022
2215,Meryl ,1,Girl,2022
2215,Mesa ,1,Girl,2022
2215,Meshkura ,1,Girl,2022
2215,Meto ,1,Girl,2022
2215,Meysa,1,Girl,2022
2215,Mhin ,1,Girl,2022
2215,Mía ,1,Girl,2022
2215,Miaan ,1,Girl,2022
2215,Mian,1,Girl,2022
2215,Micaela ,1,Girl,2022
2215,Micaelah ,1,Girl,2022
2215,Mical ,1,Girl,2022
2215,Michaiah ,1,Girl,2022
2215,Michal ,1,Girl,2022
2215,Michu ,1,Girl,2022
2215,Mickie ,1,Girl,2022
2215,Mickinley ,1,Girl,2022
2215,Midlynn ,1,Girl,2022
2215,Midnightsky ,1,Girl,2022
2215,Mieke ,1,Girl,2022
2215,Miel ,1,Girl,2022
2215,Mihaela ,1,Girl,2022
2215,Mihira ,1,Girl,2022
2215,Mikaella ,1,Girl,2022
2215,Mikala ,1,Girl,2022
2215,Mikeilla,1,Girl,2022
2215,Mikhaeyelle ,1,Girl,2022
2215,Mikhaila,1,Girl,2022
2215,Miko,1,Girl,2022
2215,Miku ,1,Girl,2022
2215,Mikwan ,1,Girl,2022
2215,Mikyla ,1,Girl,2022
2215,Milàni ,1,Girl,2022
2215,Milania,1,Girl,2022
2215,Milayna,1,Girl,2022
2215,Milen ,1,Girl,2022
2215,Milena ,1,Girl,2022
2215,Miliana ,1,Girl,2022
2215,Milica,1,Girl,2022
2215,Milkii ,1,Girl,2022
2215,Millicent ,1,Girl,2022
2215,Milo ,1,Girl,2022
2215,Milto ,1,Girl,2022
2215,Milyn ,1,Girl,2022
2215,Mimikwas ,1,Girl,2022
2215,Minaz ,1,Girl,2022
2215,Mindy ,1,Girl,2022
2215,Mio ,1,Girl,2022
2215,Mirabella ,1,Girl,2022
2215,Mirah,1,Girl,2022
2215,Miraya,1,Girl,2022
2215,Mirela ,1,Girl,2022
2215,Mirinae ,1,Girl,2022
2215,Mischa ,1,Girl,2022
2215,Mishri ,1,Girl,2022
2215,Mishty ,1,Girl,2022
2215,Mitaya ,1,Girl,2022
2215,Miyah ,1,Girl,2022
2215,Mizhi,1,Girl,2022
2215,Mkenna-Rose ,1,Girl,2022
2215,Mmabatho ,1,Girl,2022
2215,Mmachi ,1,Girl,2022
2215,Mmesomachi ,1,Girl,2022
2215,Moana ,1,Girl,2022
2215,Mobosola ,1,Girl,2022
2215,Mofopefoluwa,1,Girl,2022
2215,Mohamed,1,Girl,2022
2215,Mojola ,1,Girl,2022
2215,Mokiraoluwa ,1,Girl,2022
2215,Moksha,1,Girl,2022
2215,Molly-Rae ,1,Girl,2022
2215,Momina,1,Girl,2022
2215,Momooreoluwa ,1,Girl,2022
2215,Momoreoluwa ,1,Girl,2022
2215,Monet ,1,Girl,2022
2215,Moonyoung,1,Girl,2022
2215,Morea,1,Girl,2022
2215,Moreen ,1,Girl,2022
2215,Morgynn ,1,Girl,2022
2215,Moria ,1,Girl,2022
2215,Moriah-Acacia ,1,Girl,2022
2215,Morireoluwa ,1,Girl,2022
2215,Morningstar ,1,Girl,2022
2215,Morrigan ,1,Girl,2022
2215,Morwa,1,Girl,2022
2215,Mosunmola ,1,Girl,2022
2215,Motunrayo ,1,Girl,2022
2215,Moya ,1,Girl,2022
2215,Mroum,1,Girl,2022
2215,Msley,1,Girl,2022
2215,Mubashirah ,1,Girl,2022
2215,Muha ,1,Girl,2022
2215,Muhanna,1,Girl,2022
2215,Muhire,1,Girl,2022
2215,Muhra ,1,Girl,2022
2215,Mukiza ,1,Girl,2022
2215,Mulaykah ,1,Girl,2022
2215,Muna ,1,Girl,2022
2215,Munachidinanma ,1,Girl,2022
2215,Munachisom ,1,Girl,2022
2215,Munauwara ,1,Girl,2022
2215,Muri ,1,Girl,2022
2215,Musfirah,1,Girl,2022
2215,Mushka,1,Girl,2022
2215,Mushtaq ,1,Girl,2022
2215,Muskan,1,Girl,2022
2215,Musu ,1,Girl,2022
2215,Mwiza ,1,Girl,2022
2215,Myel ,1,Girl,2022
2215,Myka ,1,Girl,2022
2215,Mykayla ,1,Girl,2022
2215,Mykenna ,1,Girl,2022
2215,Myla-Faye ,1,Girl,2022
2215,Mylee ,1,Girl,2022
2215,Mylie ,1,Girl,2022
2215,Myra-Faith ,1,Girl,2022
2215,Myracel ,1,Girl,2022
2215,Myranda ,1,Girl,2022
2215,Myricle ,1,Girl,2022
2215,Myrrahh ,1,Girl,2022
2215,Naba ,1,Girl,2022
2215,Nabiha,1,Girl,2022
2215,Nadene,1,Girl,2022
2215,Nadilyn ,1,Girl,2022
2215,Nadira ,1,Girl,2022
2215,Nadra,1,Girl,2022
2215,Nadya ,1,Girl,2022
2215,Naeema,1,Girl,2022
2215,Nael,1,Girl,2022
2215,Naemi ,1,Girl,2022
2215,Nafilet ,1,Girl,2022
2215,Naheed ,1,Girl,2022
2215,Naia ,1,Girl,2022
2215,Naïa ,1,Girl,2022
2215,Naija ,1,Girl,2022
2215,Naila ,1,Girl,2022
2215,Naira,1,Girl,2022
2215,Naiya ,1,Girl,2022
2215,Naiyah ,1,Girl,2022
2215,Naja ,1,Girl,2022
2215,Nakenya ,1,Girl,2022
2215,Nalah ,1,Girl,2022
2215,Naleia ,1,Girl,2022
2215,Nalina ,1,Girl,2022
2215,Nalini ,1,Girl,2022
2215,Namanpreet ,1,Girl,2022
2215,Namari ,1,Girl,2022
2215,Nameera,1,Girl,2022
2215,Namiyah ,1,Girl,2022
2215,Nana ,1,Girl,2022
2215,Nanaki ,1,Girl,2022
2215,Naomi-Helen,1,Girl,2022
2215,Naramara ,1,Girl,2022
2215,Naran,1,Girl,2022
2215,Nargis,1,Girl,2022
2215,Nari ,1,Girl,2022
2215,Nariah ,1,Girl,2022
2215,Narpavi,1,Girl,2022
2215,Nasib,1,Girl,2022
2215,Nasiba ,1,Girl,2022
2215,Nasiyah ,1,Girl,2022
2215,Nasra ,1,Girl,2022
2215,Nasri ,1,Girl,2022
2215,Natailia ,1,Girl,2022
2215,Natali ,1,Girl,2022
2215,Natália ,1,Girl,2022
2215,Natalija,1,Girl,2022
2215,Nataliya ,1,Girl,2022
2215,Natalya ,1,Girl,2022
2215,Natanem,1,Girl,2022
2215,Nataya ,1,Girl,2022
2215,Nataysha ,1,Girl,2022
2215,Nathalia ,1,Girl,2022
2215,Natisha ,1,Girl,2022
2215,Nature ,1,Girl,2022
2215,Naudia ,1,Girl,2022
2215,Nava ,1,Girl,2022
2215,Navaeh ,1,Girl,2022
2215,Navara ,1,Girl,2022
2215,Navdeep ,1,Girl,2022
2215,Navene ,1,Girl,2022
2215,Navia ,1,Girl,2022
2215,Navie ,1,Girl,2022
2215,Navika,1,Girl,2022
2215,Navlin ,1,Girl,2022
2215,Navneet ,1,Girl,2022
2215,Navreen,1,Girl,2022
2215,Navreet ,1,Girl,2022
2215,Navy-Rae,1,Girl,2022
2215,Nawaal,1,Girl,2022
2215,Nawdahbleh ,1,Girl,2022
2215,Nayah ,1,Girl,2022
2215,Nayeli ,1,Girl,2022
2215,Nayera,1,Girl,2022
2215,Nayomi ,1,Girl,2022
2215,Nayra ,1,Girl,2022
2215,Nayumi ,1,Girl,2022
2215,Nayva ,1,Girl,2022
2215,Nayvee ,1,Girl,2022
2215,Nazareth ,1,Girl,2022
2215,Naziah ,1,Girl,2022
2215,Nazneen ,1,Girl,2022
2215,Ne'Hatni ,1,Girl,2022
2215,Neami,1,Girl,2022
2215,Neela,1,Girl,2022
2215,Neena ,1,Girl,2022
2215,Neeti,1,Girl,2022
2215,Nefertaris,1,Girl,2022
2215,Negin ,1,Girl,2022
2215,Nehizena ,1,Girl,2022
2215,Nehmat ,1,Girl,2022
2215,Neima ,1,Girl,2022
2215,Neko ,1,Girl,2022
2215,Nélia,1,Girl,2022
2215,Nelina ,1,Girl,2022
2215,Nelisa ,1,Girl,2022
2215,Nellyana ,1,Girl,2022
2215,Nènèvi ,1,Girl,2022
2215,Nerea,1,Girl,2022
2215,Neriya,1,Girl,2022
2215,Nessa ,1,Girl,2022
2215,Nessah ,1,Girl,2022
2215,Nestenne-Athenna ,1,Girl,2022
2215,Netanya,1,Girl,2022
2215,Nettie,1,Girl,2022
2215,Netty ,1,Girl,2022
2215,Nezana,1,Girl,2022
2215,Ngan ,1,Girl,2022
2215,Ngokeng ,1,Girl,2022
2215,Ngsti,1,Girl,2022
2215,Nhelanhi ,1,Girl,2022
2215,Nhyira ,1,Girl,2022
2215,Ni-Ya ,1,Girl,2022
2215,Nialey ,1,Girl,2022
2215,Niamh ,1,Girl,2022
2215,Niana ,1,Girl,2022
2215,Nichola ,1,Girl,2022
2215,Nichole ,1,Girl,2022
2215,Nicklin ,1,Girl,2022
2215,Nico ,1,Girl,2022
2215,Nicola ,1,Girl,2022
2215,Nidhi,1,Girl,2022
2215,Niesha ,1,Girl,2022
2215,Nightanne ,1,Girl,2022
2215,Nigisit ,1,Girl,2022
2215,Niha ,1,Girl,2022
2215,Nihal ,1,Girl,2022
2215,Nikaella ,1,Girl,2022
2215,Nikisa,1,Girl,2022
2215,Nikiya ,1,Girl,2022
2215,Nikota ,1,Girl,2022
2215,Niktë ,1,Girl,2022
2215,Nilayn ,1,Girl,2022
2215,Nile ,1,Girl,2022
2215,Nilly ,1,Girl,2022
2215,Nimar ,1,Girl,2022
2215,Nimer ,1,Girl,2022
2215,Nimsi ,1,Girl,2022
2215,Nina-Lynn ,1,Girl,2022
2215,Ninioluwa ,1,Girl,2022
2215,Nipeksha,1,Girl,2022
2215,Nipin ,1,Girl,2022
2215,Nîpin ,1,Girl,2022
2215,Niranjana,1,Girl,2022
2215,Nirbaan ,1,Girl,2022
2215,Nirgun ,1,Girl,2022
2215,Nirvair ,1,Girl,2022
2215,Nirvana ,1,Girl,2022
2215,Nisha ,1,Girl,2022
2215,Nisreen,1,Girl,2022
2215,Nityaa,1,Girl,2022
2215,Niv,1,Girl,2022
2215,Nivi ,1,Girl,2022
2215,Nixie ,1,Girl,2022
2215,Niyogushima ,1,Girl,2022
2215,Nizhoni ,1,Girl,2022
2215,Nnedinma ,1,Girl,2022
2215,Nneoma ,1,Girl,2022
2215,Noelani,1,Girl,2022
2215,Noella ,1,Girl,2022
2215,Noëlle ,1,Girl,2022
2215,Noemie,1,Girl,2022
2215,Noey,1,Girl,2022
2215,Noha ,1,Girl,2022
2215,Nohmi ,1,Girl,2022
2215,Nolah ,1,Girl,2022
2215,Nolawit,1,Girl,2022
2215,Nomika,1,Girl,2022
2215,Noora ,1,Girl,2022
2215,Noorah ,1,Girl,2022
2215,Nora-May ,1,Girl,2022
2215,Norah-Marie ,1,Girl,2022
2215,Noralie ,1,Girl,2022
2215,Noria ,1,Girl,2022
2215,Norinel ,1,Girl,2022
2215,Normandie ,1,Girl,2022
2215,Nourzan,1,Girl,2022
2215,Nova-Leigh ,1,Girl,2022
2215,Nova-Rae ,1,Girl,2022
2215,Nova-Rayne ,1,Girl,2022
2215,Novaleigh ,1,Girl,2022
2215,Novaley ,1,Girl,2022
2215,Novali ,1,Girl,2022
2215,Novara ,1,Girl,2022
2215,Novella ,1,Girl,2022
2215,Noya ,1,Girl,2022
2215,Nuha,1,Girl,2022
2215,Nuhamin ,1,Girl,2022
2215,Nureen,1,Girl,2022
2215,Nurvi ,1,Girl,2022
2215,Nusaiba,1,Girl,2022
2215,Nusaybah,1,Girl,2022
2215,Nuseyba ,1,Girl,2022
2215,Nuva,1,Girl,2022
2215,Nuwairah ,1,Girl,2022
2215,Nyadak ,1,Girl,2022
2215,Nyagoa,1,Girl,2022
2215,Nyakur ,1,Girl,2022
2215,Nyaméama ,1,Girl,2022
2215,Nyanjuo ,1,Girl,2022
2215,Nyellie ,1,Girl,2022
2215,Nyemal ,1,Girl,2022
2215,Nyiwiir ,1,Girl,2022
2215,Nykka ,1,Girl,2022
2215,Nyomi ,1,Girl,2022
2215,Nysa ,1,Girl,2022
2215,Nyssa ,1,Girl,2022
2215,Nzubechukwu ,1,Girl,2022
2215,O'Telly ,1,Girl,2022
2215,Oakes ,1,Girl,2022
2215,Oaklan ,1,Girl,2022
2215,Oakland ,1,Girl,2022
2215,Oaklin ,1,Girl,2022
2215,Oaklynne ,1,Girl,2022
2215,Obamurewa ,1,Girl,2022
2215,Obianuju ,1,Girl,2022
2215,Obosa ,1,Girl,2022
2215,Obrien ,1,Girl,2022
2215,Obsitu,1,Girl,2022
2215,Oceana ,1,Girl,2022
2215,Oceanne ,1,Girl,2022
2215,Odera ,1,Girl,2022
2215,Odesza ,1,Girl,2022
2215,Ogheneruno ,1,Girl,2022
2215,Ogyen ,1,Girl,2022
2215,Ohemaa ,1,Girl,2022
2215,Ojaswi ,1,Girl,2022
2215,Oktavia ,1,Girl,2022
2215,Olaedo ,1,Girl,2022
2215,Olaide ,1,Girl,2022
2215,Olajumoke ,1,Girl,2022
2215,Olantu,1,Girl,2022
2215,Olena-Ann ,1,Girl,2022
2215,Olere ,1,Girl,2022
2215,Olexa-Pearl ,1,Girl,2022
2215,Oliana ,1,Girl,2022
2215,Olit ,1,Girl,2022
2215,Oliwia ,1,Girl,2022
2215,Oliyah ,1,Girl,2022
2215,Olla ,1,Girl,2022
2215,Ollivia ,1,Girl,2022
2215,Olohitare ,1,Girl,2022
2215,Olshin,1,Girl,2022
2215,Oluebubechukwu ,1,Girl,2022
2215,Olufela ,1,Girl,2022
2215,Oluomachukwu ,1,Girl,2022
2215,Oluwadamilaraire ,1,Girl,2022
2215,Oluwademilade ,1,Girl,2022
2215,Oluwadunsin ,1,Girl,2022
2215,Oluwafemi ,1,Girl,2022
2215,Oluwaferanmi ,1,Girl,2022
2215,Oluwafeyikemi,1,Girl,2022
2215,Oluwafifehanmi ,1,Girl,2022
2215,Oluwafioyinsaiyemi ,1,Girl,2022
2215,Oluwafirefunmi ,1,Girl,2022
2215,Oluwagbemisola ,1,Girl,2022
2215,Oluwalonimi ,1,Girl,2022
2215,Oluwamodupe ,1,Girl,2022
2215,Oluwanifemi,1,Girl,2022
2215,Oluwashonara ,1,Girl,2022
2215,Oluwatobiloba ,1,Girl,2022
2215,Oluwatoni ,1,Girl,2022
2215,Oluwatope,1,Girl,2022
2215,Oluwayanmide ,1,Girl,2022
2215,Oluwayemisi ,1,Girl,2022
2215,Oluwayimika ,1,Girl,2022
2215,Omaryia ,1,Girl,2022
2215,Omasirichukwu ,1,Girl,2022
2215,Omiete ,1,Girl,2022
2215,Omira ,1,Girl,2022
2215,Omisha,1,Girl,2022
2215,Omnia,1,Girl,2022
2215,Omoehi ,1,Girl,2022
2215,Omorinsola ,1,Girl,2022
2215,Onyekachi ,1,Girl,2022
2215,Onyinyechi ,1,Girl,2022
2215,Onyinyechukwu ,1,Girl,2022
2215,Onyx-Marie,1,Girl,2022
2215,Ooreofeoluwa ,1,Girl,2022
2215,Oorja ,1,Girl,2022
2215,Opheleia ,1,Girl,2022
2215,Ophélia ,1,Girl,2022
2215,Ophelie ,1,Girl,2022
2215,Ophilia ,1,Girl,2022
2215,Ophillia ,1,Girl,2022
2215,Ora ,1,Girl,2022
2215,Oreoluwa ,1,Girl,2022
2215,Oriah ,1,Girl,2022
2215,Oriole ,1,Girl,2022
2215,Orion ,1,Girl,2022
2215,Oritsematosangbemi ,1,Girl,2022
2215,Orly ,1,Girl,2022
2215,Oromia ,1,Girl,2022
2215,Osasumwen ,1,Girl,2022
2215,Osazemen ,1,Girl,2022
2215,Oserebamen ,1,Girl,2022
2215,Oshanna ,1,Girl,2022
2215,Osinachi ,1,Girl,2022
2215,Osla ,1,Girl,2022
2215,Oswyn ,1,Girl,2022
2215,Otehimin ,1,Girl,2022
2215,Ovee ,1,Girl,2022
2215,Ovi ,1,Girl,2022
2215,Owen ,1,Girl,2022
2215,Owyn ,1,Girl,2022
2215,Oyekemi ,1,Girl,2022
2215,Pacey ,1,Girl,2022
2215,Pacience ,1,Girl,2022
2215,Padma,1,Girl,2022
2215,Paityn ,1,Girl,2022
2215,Palmyra ,1,Girl,2022
2215,Paloma ,1,Girl,2022
2215,Panayiota,1,Girl,2022
2215,Panderee ,1,Girl,2022
2215,Pandora ,1,Girl,2022
2215,Paras ,1,Girl,2022
2215,Pareesha,1,Girl,2022
2215,Pari,1,Girl,2022
2215,Parihan,1,Girl,2022
2215,Parinaaz,1,Girl,2022
2215,Parkash ,1,Girl,2022
2215,Parklynn ,1,Girl,2022
2215,Parnaz,1,Girl,2022
2215,Parneet ,1,Girl,2022
2215,Parthenia ,1,Girl,2022
2215,Parthvi ,1,Girl,2022
2215,Passion ,1,Girl,2022
2215,Patience ,1,Girl,2022
2215,Patreyus ,1,Girl,2022
2215,Pavan ,1,Girl,2022
2215,Pavit ,1,Girl,2022
2215,Pavreet ,1,Girl,2022
2215,Pawandeep ,1,Girl,2022
2215,Paweesuda,1,Girl,2022
2215,Pawmuna,1,Girl,2022
2215,Paxton ,1,Girl,2022
2215,Paz ,1,Girl,2022
2215,Pear ,1,Girl,2022
2215,Pearla ,1,Girl,2022
2215,Pearson ,1,Girl,2022
2215,Pei ,1,Girl,2022
2215,Peighton ,1,Girl,2022
2215,Pelia ,1,Girl,2022
2215,Penelope-Jean ,1,Girl,2022
2215,Pepper ,1,Girl,2022
2215,Perish ,1,Girl,2022
2215,Peyson ,1,Girl,2022
2215,Pheebe,1,Girl,2022
2215,Philia ,1,Girl,2022
2215,Philomena ,1,Girl,2022
2215,Phoeby ,1,Girl,2022
2215,Phyllis ,1,Girl,2022
2215,Pihoo ,1,Girl,2022
2215,Pihu ,1,Girl,2022
2215,Pippa ,1,Girl,2022
2215,Piyana,1,Girl,2022
2215,Poevy ,1,Girl,2022
2215,Poojeetha ,1,Girl,2022
2215,Poppi ,1,Girl,2022
2215,Porcia ,1,Girl,2022
2215,Porter ,1,Girl,2022
2215,Portia ,1,Girl,2022
2215,Portland ,1,Girl,2022
2215,Posey ,1,Girl,2022
2215,Posie ,1,Girl,2022
2215,Pozie,1,Girl,2022
2215,Prabhbaani ,1,Girl,2022
2215,Prabhleen ,1,Girl,2022
2215,Prakriti,1,Girl,2022
2215,Pranavee ,1,Girl,2022
2215,Pranvi ,1,Girl,2022
2215,Pravkeerat,1,Girl,2022
2215,Preha ,1,Girl,2022
2215,Prescillia,1,Girl,2022
2215,Prescott ,1,Girl,2022
2215,Presslee ,1,Girl,2022
2215,Preston ,1,Girl,2022
2215,Pridhi,1,Girl,2022
2215,Prim ,1,Girl,2022
2215,Prima ,1,Girl,2022
2215,Princella ,1,Girl,2022
2215,Princess-Ellana,1,Girl,2022
2215,Princesstenneh ,1,Girl,2022
2215,Princy ,1,Girl,2022
2215,Prisca,1,Girl,2022
2215,Priscilla ,1,Girl,2022
2215,Priyana ,1,Girl,2022
2215,Priyanka ,1,Girl,2022
2215,Prudence ,1,Girl,2022
2215,Purnoor ,1,Girl,2022
2215,Pushti ,1,Girl,2022
2215,Puvala ,1,Girl,2022
2215,Pyet ,1,Girl,2022
2215,Pyper ,1,Girl,2022
2215,Pyper-Rae ,1,Girl,2022
2215,Qana,1,Girl,2022
2215,Qleabelle ,1,Girl,2022
2215,Qudrat,1,Girl,2022
2215,Queen ,1,Girl,2022
2215,Queency ,1,Girl,2022
2215,Queenie ,1,Girl,2022
2215,Quentin ,1,Girl,2022
2215,Quianna ,1,Girl,2022
2215,Quincey ,1,Girl,2022
2215,Quinci-Philippe ,1,Girl,2022
2215,Quinlee ,1,Girl,2022
2215,Quinnan ,1,Girl,2022
2215,Quinnie,1,Girl,2022
2215,Quinnley ,1,Girl,2022
2215,Quinsley ,1,Girl,2022
2215,Qurratulain,1,Girl,2022
2215,Raabia ,1,Girl,2022
2215,Raaiha ,1,Girl,2022
2215,Raaisha,1,Girl,2022
2215,Rabbhya,1,Girl,2022
2215,Rabia,1,Girl,2022
2215,Rachelann,1,Girl,2022
2215,Rachelle,1,Girl,2022
2215,Radhika,1,Girl,2022
2215,Radia ,1,Girl,2022
2215,Rae-Shell ,1,Girl,2022
2215,Raeanne ,1,Girl,2022
2215,Raedyn ,1,Girl,2022
2215,Raegan ,1,Girl,2022
2215,Rael ,1,Girl,2022
2215,Raeleigh ,1,Girl,2022
2215,Raelene ,1,Girl,2022
2215,Raelie ,1,Girl,2022
2215,Raeyah ,1,Girl,2022
2215,Raezen ,1,Girl,2022
2215,Rafaela ,1,Girl,2022
2215,Rafaella,1,Girl,2022
2215,Rafaelle ,1,Girl,2022
2215,Rafia,1,Girl,2022
2215,Raheema,1,Girl,2022
2215,Rahil,1,Girl,2022
2215,Raihan,1,Girl,2022
2215,Raika ,1,Girl,2022
2215,Raileyn,1,Girl,2022
2215,Raine ,1,Girl,2022
2215,Raira ,1,Girl,2022
2215,Rakebe ,1,Girl,2022
2215,Rakel ,1,Girl,2022
2215,Rally ,1,Girl,2022
2215,Rama ,1,Girl,2022
2215,Ramsay ,1,Girl,2022
2215,Rani ,1,Girl,2022
2215,Ranya ,1,Girl,2022
2215,Raqiya,1,Girl,2022
2215,Raquel,1,Girl,2022
2215,Rarièlle ,1,Girl,2022
2215,Raseek ,1,Girl,2022
2215,Rasha ,1,Girl,2022
2215,Rasna ,1,Girl,2022
2215,Ravenna,1,Girl,2022
2215,Ravi ,1,Girl,2022
2215,Ravleen,1,Girl,2022
2215,Ravya,1,Girl,2022
2215,Rawnaf,1,Girl,2022
2215,Rayaan ,1,Girl,2022
2215,Rayce ,1,Girl,2022
2215,Raydin ,1,Girl,2022
2215,Rayelle ,1,Girl,2022
2215,Rayhana,1,Girl,2022
2215,Rayva,1,Girl,2022
2215,Rayyan,1,Girl,2022
2215,Razwa ,1,Girl,2022
2215,Reaghan ,1,Girl,2022
2215,Realidae ,1,Girl,2022
2215,Reba ,1,Girl,2022
2215,Rebeca ,1,Girl,2022
2215,Rebecka ,1,Girl,2022
2215,Rebeka ,1,Girl,2022
2215,Rebel ,1,Girl,2022
2215,Redlyn ,1,Girl,2022
2215,Reean ,1,Girl,2022
2215,Reeha,1,Girl,2022
2215,Reej ,1,Girl,2022
2215,Reemas,1,Girl,2022
2215,Reena ,1,Girl,2022
2215,Reera,1,Girl,2022
2215,Reeve ,1,Girl,2022
2215,Reham ,1,Girl,2022
2215,Rehana ,1,Girl,2022
2215,Rehlynn ,1,Girl,2022
2215,Rehmatdeep,1,Girl,2022
2215,Rehmatpreet,1,Girl,2022
2215,Rehnaaz ,1,Girl,2022
2215,Rehoboth ,1,Girl,2022
2215,Rehraas ,1,Girl,2022
2215,Rehya ,1,Girl,2022
2215,Rei ,1,Girl,2022
2215,Reia ,1,Girl,2022
2215,Reign ,1,Girl,2022
2215,Reilla ,1,Girl,2022
2215,Reilly ,1,Girl,2022
2215,Reinah,1,Girl,2022
2215,Rémi ,1,Girl,2022
2215,Rena,1,Girl,2022
2215,Renae ,1,Girl,2022
2215,Rendani ,1,Girl,2022
2215,Rene ,1,Girl,2022
2215,Renea ,1,Girl,2022
2215,Renee ,1,Girl,2022
2215,Renlee ,1,Girl,2022
2215,Renleigh ,1,Girl,2022
2215,Renley ,1,Girl,2022
2215,Rethnya,1,Girl,2022
2215,Reva ,1,Girl,2022
2215,Reverie ,1,Girl,2022
2215,Revi ,1,Girl,2022
2215,Rewa ,1,Girl,2022
2215,Rexah ,1,Girl,2022
2215,Reyla ,1,Girl,2022
2215,Rhae ,1,Girl,2022
2215,Rhaea ,1,Girl,2022
2215,Rhaya ,1,Girl,2022
2215,Rheya ,1,Girl,2022
